orf_id	contig	orf_index	phrog_id	phrog_category	evalue	score
PC1529667_5	PC1529667	5	11446	unknown function	2.1	10.0
PC1554301_1	PC1554301	1	32584	unknown function	2.0	10.0
PC1475656_2	PC1475656	2	37310	unknown function	2.6e-15	57.9
PC365648_4	PC365648	4	13212	unknown function	1.4e-75	254.9
PC562287_1	PC562287	1	1249	other	9.4e-22	79.1
PC266546_2	PC266546	2	26774	unknown function	2.3e-11	44.6
PC1035952_2	PC1035952	2	1978	unknown function	5.7e-47	161.9
PC1133283_2	PC1133283	2	NA	unannotated	NA	NA
PC273488_5	PC273488	5	NA	unannotated	NA	NA
PC622854_4	PC622854	4	35147	unknown function	0.017	17.1
PC642349_1	PC642349	1	24342	unknown function	0.018	16.6
PC807082_1	PC807082	1	NA	unannotated	NA	NA
PC376443_6	PC376443	6	54	other	3e-10	41.7
PC1044218_1	PC1044218	1	NA	unannotated	NA	NA
PC1435539_6	PC1435539	6	9240	moron, auxiliary metabolic gene and host takeover	1.1e-45	157.3
PC519596_8	PC519596	8	NA	unannotated	NA	NA
PC1104526_1	PC1104526	1	19657	other	0.33	12.4
PC1471354_3	PC1471354	3	NA	unannotated	NA	NA
PC575446_1	PC575446	1	32290	unknown function	0.001	19.9
PC1221790_1	PC1221790	1	26573	unknown function	0.14	14.3
PC1490697_1	PC1490697	1	NA	unannotated	NA	NA
PC401763_6	PC401763	6	NA	unannotated	NA	NA
PC124163_1	PC124163	1	11528	unknown function	7.3e-08	33.3
PC1312615_3	PC1312615	3	31902	unknown function	0.17	12.7
PC575561_4	PC575561	4	19918	unknown function	0.27	11.9
PC798424_1	PC798424	1	NA	unannotated	NA	NA
PC1321460_4	PC1321460	4	NA	unannotated	NA	NA
PC369196_10	PC369196	10	334	head and packaging	3.8e-69	235.1
PC1499981_2	PC1499981	2	35155	unknown function	1e-44	154.7
PC395421_3	PC395421	3	NA	unannotated	NA	NA
PC298465_5	PC298465	5	17891	unknown function	0.096	14.3
PC896984_2	PC896984	2	20402	unknown function	2.1e-10	41.8
PC1389517_1	PC1389517	1	31397	unknown function	7.1	7.8
PC914756_3	PC914756	3	2361	other	1.9e-19	71.4
PC763996_4	PC763996	4	NA	unannotated	NA	NA
PC228709_2	PC228709	2	15144	moron, auxiliary metabolic gene and host takeover	0.15	12.7
PC1539719_1	PC1539719	1	25613	unknown function	0.23	13.1
PC595149_5	PC595149	5	NA	unannotated	NA	NA
PC690444_3	PC690444	3	17096	unknown function	0.012	17.0
PC1575306_1	PC1575306	1	8372	unknown function	0.22	13.0
PC310387_4	PC310387	4	21272	unknown function	0.46	12.0
PC1555776_1	PC1555776	1	34694	unknown function	0.0061	17.0
PC935130_6	PC935130	6	14259	unknown function	1.7e-14	54.8
PC968966_1	PC968966	1	31729	unknown function	9.1e-13	50.1
PC337428_2	PC337428	2	NA	unannotated	NA	NA
PC1227144_3	PC1227144	3	8990	other	0.0092	17.6
PC1017501_5	PC1017501	5	8995	other	0.00022	22.5
PC215660_5	PC215660	5	8735	unknown function	1.9e-33	117.1
PC1569110_2	PC1569110	2	7590	unknown function	5.4e-12	47.5
PC1307911_2	PC1307911	2	NA	unannotated	NA	NA
PC200655_2	PC200655	2	NA	unannotated	NA	NA
PC560476_3	PC560476	3	34218	unknown function	2.9e-88	298.5
PC837763_1	PC837763	1	23242	unknown function	0.00062	20.7
PC1103870_4	PC1103870	4	9646	unknown function	0.0042	18.5
PC1320861_1	PC1320861	1	19070	unknown function	0.32	12.8
PC1052801_6	PC1052801	6	NA	unannotated	NA	NA
PC1244201_3	PC1244201	3	1267	lysis	0.077	15.2
PC1454146_3	PC1454146	3	3736	unknown function	1.8e-30	107.9
PC514475_1	PC514475	1	NA	unannotated	NA	NA
PC597517_2	PC597517	2	18553	unknown function	1.4e-122	411.5
PC995875_1	PC995875	1	NA	unannotated	NA	NA
PC1438292_2	PC1438292	2	2700	unknown function	4.7e-06	27.8
PC635101_5	PC635101	5	6689	unknown function	0.036	15.5
PC285079_3	PC285079	3	38840	unknown function	0.00024	22.4
PC985235_1	PC985235	1	21830	unknown function	0.072	14.8
PC1563053_3	PC1563053	3	NA	unannotated	NA	NA
PC1491731_12	PC1491731	12	7325	transcription regulation	0.0018	19.9
PC902851_2	PC902851	2	NA	unannotated	NA	NA
PC89645_1	PC89645	1	1157	integration and excision	3.2e-18	67.6
PC509058_2	PC509058	2	8574	unknown function	0.32	12.5
PC1285350_2	PC1285350	2	NA	unannotated	NA	NA
PC151951_7	PC151951	7	11505	unknown function	0.11	13.4
PC1275332_3	PC1275332	3	5522	unknown function	0.028	16.2
PC261509_35	PC261509	35	5932	unknown function	0.33	12.5
PC1152365_1	PC1152365	1	5735	unknown function	3.6e-05	25.3
PC264455_6	PC264455	6	27181	unknown function	4.1e-35	123.3
PC1546433_2	PC1546433	2	35839	unknown function	0.33	12.4
PC695036_1	PC695036	1	9933	unknown function	1.4e-11	45.5
PC106859_2	PC106859	2	35052	unknown function	0.18	13.3
PC722837_1	PC722837	1	7998	unknown function	2e-22	81.3
PC321518_3	PC321518	3	NA	unannotated	NA	NA
PC907255_1	PC907255	1	18609	other	3.9e-07	30.4
PC1034209_1	PC1034209	1	26443	unknown function	0.013	16.2
PC1044202_6	PC1044202	6	8985	tail	0.00015	23.3
PC72357_1	PC72357	1	32676	unknown function	3.5	9.2
PC605346_2	PC605346	2	35827	unknown function	1.8e-14	54.7
PC670056_2	PC670056	2	2034	unknown function	1.8e-48	166.6
PC1226165_3	PC1226165	3	1408	DNA, RNA and nucleotide metabolism	2e-11	45.4
PC1174377_3	PC1174377	3	11787	other	1.8e-36	127.5
PC745580_2	PC745580	2	2034	unknown function	8.1e-48	164.5
PC207992_2	PC207992	2	NA	unannotated	NA	NA
PC507129_5	PC507129	5	12711	unknown function	0.12	13.7
PC1565317_4	PC1565317	4	7076	DNA, RNA and nucleotide metabolism	7.9e-06	27.2
PC278025_4	PC278025	4	NA	unannotated	NA	NA
PC1170394_7	PC1170394	7	14495	unknown function	0.034	15.5
PC74948_34	PC74948	34	1153	unknown function	0.18	13.0
PC1002046_4	PC1002046	4	14937	unknown function	0.039	15.7
PC1275476_5	PC1275476	5	NA	unannotated	NA	NA
PC694416_2	PC694416	2	6777	unknown function	3.4e-15	57.1
PC875924_2	PC875924	2	9697	unknown function	1.2e-05	26.5
PC1196754_2	PC1196754	2	26925	unknown function	0.0078	17.8
PC1298201_7	PC1298201	7	NA	unannotated	NA	NA
PC303419_3	PC303419	3	29149	unknown function	0.0011	19.6
PC378584_8	PC378584	8	841	moron, auxiliary metabolic gene and host takeover	8.3e-64	217.5
PC369968_1	PC369968	1	17892	unknown function	0.17	13.6
PC439945_1	PC439945	1	12616	unknown function	0.15	13.9
PC1407032_2	PC1407032	2	10344	head and packaging	0.098	14.4
PC235899_1	PC235899	1	24233	unknown function	0.1	14.3
PC1005906_4	PC1005906	4	5594	unknown function	5.3e-55	188.8
PC851323_1	PC851323	1	27473	unknown function	0.32	11.3
PC1244250_6	PC1244250	6	11815	unknown function	0.012	17.2
PC1362431_3	PC1362431	3	8468	other	1.4e-17	65.7
PC255380_5	PC255380	5	20458	unknown function	2e-15	57.6
PC605708_3	PC605708	3	2199	integration and excision	2.3e-06	28.5
PC71181_46	PC71181	46	3502	unknown function	9.9e-08	33.6
PC1577549_3	PC1577549	3	NA	unannotated	NA	NA
PC1425087_5	PC1425087	5	25580	unknown function	0.058	15.0
PC412203_10	PC412203	10	NA	unannotated	NA	NA
PC683578_1	PC683578	1	789	other	0.0015	18.8
PC790527_2	PC790527	2	8572	unknown function	1.3e-70	240.5
PC812004_44	PC812004	44	334	head and packaging	3.8e-69	235.1
PC140819_2	PC140819	2	151	integration and excision	8.5e-99	333.1
PC804140_2	PC804140	2	28833	unknown function	0.34	12.3
PC1139886_4	PC1139886	4	28622	unknown function	5.2e-05	20.7
PC986971_3	PC986971	3	7865	unknown function	0.046	15.1
PC911247_1	PC911247	1	37682	unknown function	0.031	15.9
PC493194_1	PC493194	1	NA	unannotated	NA	NA
PC181531_3	PC181531	3	NA	unannotated	NA	NA
PC769910_3	PC769910	3	19829	unknown function	0.43	11.7
PC1239962_4	PC1239962	4	4299	unknown function	2.1e-51	176.4
PC760923_36	PC760923	36	664	DNA, RNA and nucleotide metabolism	0.0048	18.3
PC795665_6	PC795665	6	24792	unknown function	1.6e-76	259.2
PC621184_2	PC621184	2	3419	DNA, RNA and nucleotide metabolism	0.00047	21.3
PC250831_1	PC250831	1	15577	unknown function	7.4e-25	88.8
PC778922_3	PC778922	3	18301	unknown function	0.4	12.6
PC1402063_2	PC1402063	2	NA	unannotated	NA	NA
PC1146095_3	PC1146095	3	27463	unknown function	0.068	14.1
PC1227367_6	PC1227367	6	NA	unannotated	NA	NA
PC19481_1	PC19481	1	13217	tail	0.016	16.7
PC1524693_2	PC1524693	2	18435	unknown function	0.38	11.1
PC1519093_6	PC1519093	6	NA	unannotated	NA	NA
PC74948_46	PC74948	46	831	unknown function	0.0015	20.4
PC1118364_3	PC1118364	3	1740	transcription regulation	6.1e-13	49.6
PC1139442_9	PC1139442	9	722	unknown function	0.002	19.4
PC451334_1	PC451334	1	NA	unannotated	NA	NA
PC334802_1	PC334802	1	NA	unannotated	NA	NA
PC1205243_4	PC1205243	4	4892	unknown function	0.095	14.2
PC1138080_1	PC1138080	1	35610	unknown function	0.26	12.4
PC587099_9	PC587099	9	NA	unannotated	NA	NA
PC3549_4	PC3549	4	18508	other	0.00024	22.0
PC656843_3	PC656843	3	NA	unannotated	NA	NA
PC1229801_1	PC1229801	1	13678	unknown function	0.36	11.9
PC1221661_12	PC1221661	12	21134	unknown function	1e-13	53.3
PC1193707_1	PC1193707	1	12933	unknown function	3e-16	61.5
PC132809_2	PC132809	2	3736	unknown function	6e-39	135.7
PC117729_2	PC117729	2	22343	unknown function	8.9e-05	24.3
PC1277259_3	PC1277259	3	14937	unknown function	1.4e-07	33.2
PC1331850_5	PC1331850	5	NA	unannotated	NA	NA
PC627303_4	PC627303	4	10313	other	2.6e-11	45.0
PC1025012_4	PC1025012	4	NA	unannotated	NA	NA
PC714174_1	PC714174	1	293	moron, auxiliary metabolic gene and host takeover	4.4e-35	122.5
PC1329084_1	PC1329084	1	NA	unannotated	NA	NA
PC1414164_1	PC1414164	1	171	DNA, RNA and nucleotide metabolism	0.063	14.4
PC937452_9	PC937452	9	9136	unknown function	0.39	12.4
PC79269_1	PC79269	1	5696	unknown function	9.2e-45	154.5
PC474684_1	PC474684	1	20813	unknown function	2e-37	130.1
PC339996_2	PC339996	2	37958	unknown function	5.8e-13	50.5
PC249916_3	PC249916	3	31849	unknown function	4.6e-08	32.9
PC1522285_2	PC1522285	2	NA	unannotated	NA	NA
PC300563_2	PC300563	2	16932	unknown function	3.7e-05	24.3
PC1057342_3	PC1057342	3	NA	unannotated	NA	NA
PC137234_3	PC137234	3	NA	unannotated	NA	NA
PC305108_8	PC305108	8	NA	unannotated	NA	NA
PC864834_6	PC864834	6	9528	DNA, RNA and nucleotide metabolism	1.2e-07	33.2
PC1112689_3	PC1112689	3	582	transcription regulation	0.096	14.5
PC1279396_1	PC1279396	1	16572	unknown function	0.42	12.2
PC896777_3	PC896777	3	NA	unannotated	NA	NA
PC1003953_1	PC1003953	1	NA	unannotated	NA	NA
PC708197_1	PC708197	1	20203	unknown function	0.011	17.3
PC1207185_1	PC1207185	1	2034	unknown function	1e-36	127.9
PC1346094_2	PC1346094	2	NA	unannotated	NA	NA
PC688252_6	PC688252	6	1119	moron, auxiliary metabolic gene and host takeover	0.087	14.7
PC375904_1	PC375904	1	NA	unannotated	NA	NA
PC639459_4	PC639459	4	24342	unknown function	0.018	16.6
PC812004_38	PC812004	38	NA	unannotated	NA	NA
PC188910_2	PC188910	2	14131	DNA, RNA and nucleotide metabolism	0.00026	21.7
PC864834_21	PC864834	21	11494	head and packaging	0.064	14.6
PC1485332_3	PC1485332	3	NA	unannotated	NA	NA
PC49835_2	PC49835	2	2536	lysis	0.062	14.9
PC753724_3	PC753724	3	18363	unknown function	0.27	13.1
PC1436444_2	PC1436444	2	19017	unknown function	0.014	17.1
PC372317_7	PC372317	7	34547	unknown function	0.09	14.2
PC1212500_7	PC1212500	7	NA	unannotated	NA	NA
PC367566_3	PC367566	3	6543	unknown function	0.47	12.3
PC1328451_1	PC1328451	1	32805	unknown function	1.5e-73	249.8
PC162571_2	PC162571	2	NA	unannotated	NA	NA
PC208751_1	PC208751	1	NA	unannotated	NA	NA
PC206967_2	PC206967	2	NA	unannotated	NA	NA
PC243275_5	PC243275	5	3264	DNA, RNA and nucleotide metabolism	2.9e-08	35.2
PC614598_3	PC614598	3	15912	unknown function	0.053	15.3
PC1439912_4	PC1439912	4	8995	other	3.5e-50	171.1
PC753876_2	PC753876	2	18916	unknown function	7.3e-17	62.4
PC509678_1	PC509678	1	1677	unknown function	1e-07	33.4
PC63558_6	PC63558	6	NA	unannotated	NA	NA
PC705475_3	PC705475	3	293	moron, auxiliary metabolic gene and host takeover	1e-80	273.6
PC138250_6	PC138250	6	1312	unknown function	0.01	17.5
PC265725_1	PC265725	1	14201	unknown function	1.6e-11	45.6
PC451046_2	PC451046	2	NA	unannotated	NA	NA
PC332922_2	PC332922	2	15864	unknown function	0.051	15.4
PC548955_3	PC548955	3	2928	other	2.2e-05	25.2
PC990723_1	PC990723	1	2285	unknown function	0.018	16.9
PC763254_7	PC763254	7	876	transcription regulation	0.28	12.2
PC943422_1	PC943422	1	NA	unannotated	NA	NA
PC1059135_1	PC1059135	1	5687	unknown function	1.7e-08	34.9
PC730730_1	PC730730	1	NA	unannotated	NA	NA
PC1220110_3	PC1220110	3	5399	other	0.18	13.2
PC652825_3	PC652825	3	4702	unknown function	0.35	12.5
PC297259_6	PC297259	6	25472	unknown function	0.32	11.9
PC852058_3	PC852058	3	38673	unknown function	0.0066	17.9
PC1421270_6	PC1421270	6	5687	unknown function	1.4e-52	180.6
PC1307967_1	PC1307967	1	1740	transcription regulation	4.5e-13	50.0
PC1313576_3	PC1313576	3	NA	unannotated	NA	NA
PC1520522_3	PC1520522	3	23832	unknown function	0.58	12.0
PC488847_2	PC488847	2	18258	unknown function	2.1e-08	35.3
PC553101_6	PC553101	6	NA	unannotated	NA	NA
PC570816_3	PC570816	3	11738	unknown function	0.59	11.2
PC1367315_4	PC1367315	4	8474	unknown function	0.031	15.6
PC1518700_1	PC1518700	1	31178	unknown function	9.1e-09	36.3
PC1023237_1	PC1023237	1	35049	unknown function	0.046	15.2
PC1387564_2	PC1387564	2	151	integration and excision	5e-16	59.9
PC1112540_1	PC1112540	1	27849	unknown function	9.6e-11	42.0
PC1017834_4	PC1017834	4	14579	unknown function	4.8e-06	28.1
PC712236_1	PC712236	1	NA	unannotated	NA	NA
PC107555_2	PC107555	2	27475	unknown function	1.8e-53	183.5
PC823126_1	PC823126	1	NA	unannotated	NA	NA
PC354757_5	PC354757	5	NA	unannotated	NA	NA
PC679569_1	PC679569	1	NA	unannotated	NA	NA
PC777885_2	PC777885	2	NA	unannotated	NA	NA
PC37399_1	PC37399	1	453	DNA, RNA and nucleotide metabolism	1.3e-31	111.9
PC204053_55	PC204053	55	308	head and packaging	7.8e-09	37.4
PC219319_4	PC219319	4	515	other	6.6e-07	30.9
PC1167537_9	PC1167537	9	NA	unannotated	NA	NA
PC1348311_6	PC1348311	6	36405	unknown function	0.18	13.3
PC36535_1	PC36535	1	32775	unknown function	5.0	8.0
PC63558_4	PC63558	4	NA	unannotated	NA	NA
PC617450_2	PC617450	2	3736	unknown function	1.8e-53	183.4
PC381639_2	PC381639	2	NA	unannotated	NA	NA
PC1326435_2	PC1326435	2	800	head and packaging	0.13	12.3
PC1508516_3	PC1508516	3	5330	tail	0.22	13.2
PC1493353_2	PC1493353	2	216	integration and excision	1.4e-24	88.3
PC133881_3	PC133881	3	21122	unknown function	9e-10	40.2
PC632260_4	PC632260	4	12965	DNA, RNA and nucleotide metabolism	2.9e-21	77.6
PC1212868_8	PC1212868	8	19364	unknown function	0.016	16.1
PC81704_5	PC81704	5	30608	unknown function	0.035	16.0
PC1195845_1	PC1195845	1	NA	unannotated	NA	NA
PC452135_4	PC452135	4	NA	unannotated	NA	NA
PC1531908_3	PC1531908	3	31146	unknown function	0.0003	21.3
PC1525688_2	PC1525688	2	NA	unannotated	NA	NA
PC639757_1	PC639757	1	3820	other	0.009	16.6
PC143509_3	PC143509	3	38143	unknown function	0.067	14.8
PC629957_2	PC629957	2	19	DNA, RNA and nucleotide metabolism	0.1	12.9
PC1251256_5	PC1251256	5	7301	unknown function	1.3e-190	637.1
PC858310_1	PC858310	1	13502	unknown function	8.8e-83	279.2
PC38861_2	PC38861	2	4175	other	0.16	11.2
PC1408279_3	PC1408279	3	26807	unknown function	0.018	16.5
PC946438_1	PC946438	1	NA	unannotated	NA	NA
PC1519093_8	PC1519093	8	8945	moron, auxiliary metabolic gene and host takeover	1.5e-24	87.9
PC1277556_2	PC1277556	2	1574	unknown function	2.1e-19	71.7
PC885716_1	PC885716	1	15996	unknown function	2.8e-09	38.5
PC657378_2	PC657378	2	NA	unannotated	NA	NA
PC1050652_1	PC1050652	1	7800	moron, auxiliary metabolic gene and host takeover	1.6e-39	137.6
PC1535652_1	PC1535652	1	NA	unannotated	NA	NA
PC277036_2	PC277036	2	32517	unknown function	0.23	13.0
PC1070055_3	PC1070055	3	19509	unknown function	4.8e-12	46.5
PC34530_2	PC34530	2	2440	transcription regulation	6.7e-06	27.5
PC1165156_7	PC1165156	7	86	DNA, RNA and nucleotide metabolism	4.1e-08	33.9
PC1560937_1	PC1560937	1	NA	unannotated	NA	NA
PC726299_1	PC726299	1	540	DNA, RNA and nucleotide metabolism	3.4e-27	96.7
PC71181_53	PC71181	53	8332	unknown function	1.1e-11	46.3
PC1509136_2	PC1509136	2	NA	unannotated	NA	NA
PC922349_3	PC922349	3	5969	unknown function	0.15	13.6
PC1311254_2	PC1311254	2	8680	unknown function	0.29	11.7
PC1117992_2	PC1117992	2	13536	unknown function	0.0068	17.8
PC1374717_2	PC1374717	2	9355	unknown function	0.26	13.0
PC473034_8	PC473034	8	9266	unknown function	1.6e-15	58.5
PC511619_3	PC511619	3	8508	unknown function	1.1e-06	30.4
PC55481_2	PC55481	2	16692	unknown function	0.059	13.2
PC1474129_8	PC1474129	8	21194	unknown function	0.019	15.6
PC209671_21	PC209671	21	67	other	1e-48	168.5
PC1481673_14	PC1481673	14	NA	unannotated	NA	NA
PC1195223_1	PC1195223	1	21165	unknown function	1.2e-19	72.3
PC693882_1	PC693882	1	293	moron, auxiliary metabolic gene and host takeover	1.9e-54	186.6
PC1308866_2	PC1308866	2	20966	unknown function	1e-27	98.8
PC543673_2	PC543673	2	27360	unknown function	1e-06	29.8
PC889638_1	PC889638	1	16	DNA, RNA and nucleotide metabolism	4.2e-57	195.6
PC543476_1	PC543476	1	NA	unannotated	NA	NA
PC129452_2	PC129452	2	NA	unannotated	NA	NA
PC54431_3	PC54431	3	NA	unannotated	NA	NA
PC1258460_2	PC1258460	2	14291	unknown function	0.089	13.8
PC524996_1	PC524996	1	293	moron, auxiliary metabolic gene and host takeover	1.4e-24	87.7
PC226836_3	PC226836	3	38122	unknown function	0.027	15.4
PC802710_3	PC802710	3	NA	unannotated	NA	NA
PC745367_4	PC745367	4	1009	unknown function	0.12	14.0
PC1112751_6	PC1112751	6	10382	unknown function	0.012	17.1
PC1249499_3	PC1249499	3	34724	unknown function	7.2e-42	145.4
PC199442_2	PC199442	2	NA	unannotated	NA	NA
PC841988_2	PC841988	2	NA	unannotated	NA	NA
PC352162_8	PC352162	8	35765	unknown function	0.0081	17.4
PC127881_3	PC127881	3	24681	unknown function	8.4e-32	112.5
PC287269_2	PC287269	2	8735	unknown function	2.3e-13	51.2
PC369196_28	PC369196	28	8821	lysis	0.018	16.7
PC1128176_3	PC1128176	3	11787	other	9.1e-05	23.0
PC1579025_1	PC1579025	1	2484	DNA, RNA and nucleotide metabolism	1.7e-09	38.3
PC1211675_3	PC1211675	3	540	DNA, RNA and nucleotide metabolism	6.8e-34	118.8
PC782216_3	PC782216	3	NA	unannotated	NA	NA
PC1211820_2	PC1211820	2	37972	unknown function	0.027	15.4
PC997866_1	PC997866	1	14789	unknown function	0.02	16.0
PC1278177_2	PC1278177	2	NA	unannotated	NA	NA
PC217184_5	PC217184	5	NA	unannotated	NA	NA
PC1395635_1	PC1395635	1	6856	unknown function	1.9e-19	71.5
PC486915_2	PC486915	2	9240	moron, auxiliary metabolic gene and host takeover	1.3e-19	72.3
PC802410_3	PC802410	3	4085	unknown function	3.7e-16	60.6
PC818071_2	PC818071	2	4402	DNA, RNA and nucleotide metabolism	2.3e-13	51.3
PC1161708_7	PC1161708	7	18156	unknown function	0.011	17.4
PC528072_7	PC528072	7	NA	unannotated	NA	NA
PC1330405_1	PC1330405	1	33470	unknown function	0.048	15.2
PC1582586_4	PC1582586	4	38584	unknown function	6e-22	80.1
PC343581_4	PC343581	4	18885	unknown function	0.019	15.9
PC313815_1	PC313815	1	1423	DNA, RNA and nucleotide metabolism	6.8e-25	88.9
PC1148519_5	PC1148519	5	22867	unknown function	1.5e-10	42.1
PC491234_6	PC491234	6	16	DNA, RNA and nucleotide metabolism	6.2e-12	46.0
PC1246559_2	PC1246559	2	32409	tail	0.2	11.3
PC1578611_1	PC1578611	1	7998	unknown function	2.6e-10	41.5
PC1421816_2	PC1421816	2	26774	unknown function	2e-119	400.6
PC1049258_13	PC1049258	13	37937	unknown function	0.25	12.0
PC1191326_4	PC1191326	4	16354	unknown function	0.38	12.5
PC1277986_6	PC1277986	6	9148	other	0.0012	19.4
PC545546_2	PC545546	2	1213	moron, auxiliary metabolic gene and host takeover	2.6e-17	64.6
PC679996_1	PC679996	1	84	DNA, RNA and nucleotide metabolism	6.1e-117	393.5
PC106859_1	PC106859	1	7589	unknown function	0.36	12.5
PC573432_9	PC573432	9	232	tail	0.011	17.0
PC1574572_1	PC1574572	1	3431	transcription regulation	0.023	15.9
PC633413_27	PC633413	27	20017	unknown function	0.082	14.3
PC988171_3	PC988171	3	789	other	0.0062	16.7
PC623817_2	PC623817	2	NA	unannotated	NA	NA
PC1038264_2	PC1038264	2	21803	unknown function	0.14	13.5
PC743371_3	PC743371	3	795	other	3.6e-09	38.4
PC1164866_2	PC1164866	2	351	transcription regulation	1.6e-130	438.8
PC1346648_2	PC1346648	2	NA	unannotated	NA	NA
PC1108967_4	PC1108967	4	22266	unknown function	0.022	16.1
PC529452_2	PC529452	2	17060	unknown function	0.38	12.5
PC322147_6	PC322147	6	6861	unknown function	2.2e-61	209.0
PC206779_5	PC206779	5	2736	other	1.1e-24	88.8
PC847251_1	PC847251	1	20632	unknown function	0.05	15.1
PC758453_4	PC758453	4	32649	unknown function	0.00017	23.0
PC244119_5	PC244119	5	3736	unknown function	1.2e-28	101.9
PC542933_4	PC542933	4	NA	unannotated	NA	NA
PC893662_1	PC893662	1	NA	unannotated	NA	NA
PC928868_3	PC928868	3	22296	unknown function	0.011	17.8
PC921284_2	PC921284	2	21628	unknown function	2.4e-113	380.8
PC1550364_5	PC1550364	5	10015	unknown function	0.017	17.0
PC555085_6	PC555085	6	6929	other	2.9e-20	74.7
PC569359_2	PC569359	2	80	head and packaging	6.3e-46	159.3
PC134775_1	PC134775	1	2806	unknown function	0.33	12.0
PC410915_2	PC410915	2	3736	unknown function	1.3e-61	210.2
PC838333_1	PC838333	1	6270	unknown function	0.21	13.7
PC70630_2	PC70630	2	16745	unknown function	0.25	13.1
PC683070_1	PC683070	1	NA	unannotated	NA	NA
PC1569051_1	PC1569051	1	7927	unknown function	0.04	15.8
PC1341840_2	PC1341840	2	16154	unknown function	4.2e-33	115.9
PC801138_2	PC801138	2	26092	unknown function	0.35	11.4
PC1160246_1	PC1160246	1	10068	unknown function	0.15	13.8
PC1565317_7	PC1565317	7	36371	unknown function	0.67	11.3
PC95079_2	PC95079	2	29583	other	0.42	10.8
PC1168248_3	PC1168248	3	13072	unknown function	2.7	9.5
PC625386_10	PC625386	10	NA	unannotated	NA	NA
PC1202145_1	PC1202145	1	38840	unknown function	0.00012	23.3
PC90548_2	PC90548	2	2071	other	6.3e-07	30.9
PC557434_1	PC557434	1	32246	unknown function	0.0002	22.7
PC71453_1	PC71453	1	7301	unknown function	7.5e-83	280.3
PC254782_1	PC254782	1	4792	transcription regulation	0.026	15.7
PC1516411_1	PC1516411	1	731	unknown function	4.2e-59	201.1
PC420561_5	PC420561	5	293	moron, auxiliary metabolic gene and host takeover	5.9e-53	181.7
PC666118_2	PC666118	2	379	DNA, RNA and nucleotide metabolism	1.3e-26	94.2
PC782001_2	PC782001	2	28929	unknown function	0.26	13.4
PC840528_1	PC840528	1	19157	unknown function	0.056	14.9
PC1548221_1	PC1548221	1	26964	unknown function	0.26	13.3
PC525529_6	PC525529	6	NA	unannotated	NA	NA
PC671270_6	PC671270	6	4692	moron, auxiliary metabolic gene and host takeover	9.9e-27	95.0
PC1044718_2	PC1044718	2	540	DNA, RNA and nucleotide metabolism	6.2e-25	89.2
PC1236954_2	PC1236954	2	NA	unannotated	NA	NA
PC1304939_3	PC1304939	3	38290	unknown function	2.5e-43	150.1
PC194384_1	PC194384	1	NA	unannotated	NA	NA
PC1127394_1	PC1127394	1	4752	other	0.015	16.0
PC852058_5	PC852058	5	4150	head and packaging	0.016	15.7
PC423631_6	PC423631	6	NA	unannotated	NA	NA
PC993574_8	PC993574	8	NA	unannotated	NA	NA
PC27648_8	PC27648	8	36418	unknown function	0.097	14.5
PC222014_7	PC222014	7	NA	unannotated	NA	NA
PC1103870_5	PC1103870	5	28663	unknown function	3.6e-18	67.0
PC365509_3	PC365509	3	13707	unknown function	0.025	16.1
PC170294_2	PC170294	2	2658	other	0.04	15.7
PC506074_5	PC506074	5	10255	other	4e-06	28.2
PC526100_1	PC526100	1	NA	unannotated	NA	NA
PC1168374_2	PC1168374	2	33929	unknown function	0.19	13.4
PC538896_5	PC538896	5	394	tail	6.8e-31	108.7
PC569359_8	PC569359	8	4756	unknown function	5.4e-62	211.8
PC31483_2	PC31483	2	125	DNA, RNA and nucleotide metabolism	7.6e-63	213.9
PC1035811_6	PC1035811	6	789	other	2e-16	61.3
PC1263636_5	PC1263636	5	239	DNA, RNA and nucleotide metabolism	2.6e-06	28.2
PC1459441_4	PC1459441	4	NA	unannotated	NA	NA
PC1575008_4	PC1575008	4	31146	unknown function	1.4e-12	48.8
PC1280981_5	PC1280981	5	NA	unannotated	NA	NA
PC533839_2	PC533839	2	3264	DNA, RNA and nucleotide metabolism	4.6e-16	60.9
PC570308_6	PC570308	6	392	other	3.5e-06	28.2
PC675395_2	PC675395	2	NA	unannotated	NA	NA
PC389638_4	PC389638	4	26796	lysis	1.2	11.2
PC425814_2	PC425814	2	NA	unannotated	NA	NA
PC162753_5	PC162753	5	54	other	2.2e-06	29.3
PC1410892_4	PC1410892	4	NA	unannotated	NA	NA
PC641974_1	PC641974	1	342	head and packaging	0.0001	21.9
PC693860_2	PC693860	2	876	transcription regulation	0.28	12.2
PC772299_3	PC772299	3	NA	unannotated	NA	NA
PC180563_2	PC180563	2	15045	unknown function	5.9e-37	129.4
PC193439_1	PC193439	1	NA	unannotated	NA	NA
PC569055_1	PC569055	1	857	unknown function	2.4e-15	58.3
PC1140223_1	PC1140223	1	16	DNA, RNA and nucleotide metabolism	6.8e-07	29.4
PC1450593_1	PC1450593	1	11698	unknown function	4.5e-46	159.2
PC1319716_1	PC1319716	1	551	DNA, RNA and nucleotide metabolism	3.1e-51	176.3
PC280830_5	PC280830	5	1198	other	1.2e-06	29.9
PC1527417_3	PC1527417	3	674	unknown function	0.012	16.4
PC180394_5	PC180394	5	NA	unannotated	NA	NA
